Datetime,Open,High,Low,Close,Adj Close,Volume
2023-06-21 09:30:00-04:00,275.1300048828125,275.95001220703125,273.5899963378906,273.8500061035156,273.8500061035156,9217633
2023-06-21 09:31:00-04:00,273.84161376953125,275.5,273.25,275.239990234375,275.239990234375,1286288
2023-06-21 09:32:00-04:00,275.2012023925781,276.3999938964844,275.19000244140625,276.2099914550781,276.2099914550781,484098
2023-06-21 09:34:00-04:00,274.6173095703125,275.1600036621094,273.80010986328125,275.0,275.0,3402980
2023-06-21 09:35:00-04:00,275.0,275.70001220703125,274.5400085449219,275.55999755859375,275.55999755859375,831760
2023-06-21 09:36:00-04:00,275.57000732421875,276.3999938964844,274.8399963378906,275.8500061035156,275.8500061035156,1046818
2023-06-21 09:37:00-04:00,275.8550109863281,276.2651062011719,275.1199951171875,275.1449890136719,275.1449890136719,777552
2023-06-21 09:38:00-04:00,275.1700134277344,275.7200012207031,274.70001220703125,275.7099914550781,275.7099914550781,678959
2023-06-21 09:39:00-04:00,275.7300109863281,276.989990234375,275.5199890136719,276.7650146484375,276.7650146484375,1185981
2023-06-21 09:40:00-04:00,276.7900085449219,276.8299865722656,275.885009765625,276.360107421875,276.360107421875,790402
2023-06-21 09:41:00-04:00,276.3599853515625,276.43499755859375,275.7099914550781,275.80999755859375,275.80999755859375,647058
2023-06-21 09:42:00-04:00,275.8399963378906,275.8999938964844,274.8699951171875,275.2900085449219,275.2900085449219,929594
2023-06-21 09:43:00-04:00,275.260009765625,276.20001220703125,274.9800109863281,275.82000732421875,275.82000732421875,724662
2023-06-21 09:44:00-04:00,275.80999755859375,276.25,275.17999267578125,275.885009765625,275.885009765625,604374
2023-06-21 09:45:00-04:00,275.885009765625,275.9200134277344,274.79998779296875,274.8699951171875,274.8699951171875,886567
2023-06-21 09:46:00-04:00,274.8399963378906,275.0199890136719,274.0199890136719,274.6957092285156,274.6957092285156,1071297
2023-06-21 09:47:00-04:00,274.6700134277344,275.29998779296875,274.6600036621094,274.7799987792969,274.7799987792969,632004
2023-06-21 09:48:00-04:00,274.82000732421875,274.989990234375,272.5,273.2699890136719,273.2699890136719,1538971
2023-06-21 09:49:00-04:00,273.2106018066406,273.3500061035156,272.3866882324219,272.44000244140625,272.44000244140625,950102
2023-06-21 09:50:00-04:00,272.4400939941406,272.8500061035156,271.8299865722656,272.2200012207031,272.2200012207031,1144497
2023-06-21 09:51:00-04:00,272.17999267578125,273.3999938964844,272.11968994140625,272.697509765625,272.697509765625,844574
2023-06-21 09:52:00-04:00,272.70001220703125,272.7699890136719,271.9599914550781,272.2200012207031,272.2200012207031,609873
2023-06-21 09:53:00-04:00,272.17999267578125,272.2900085449219,271.5,271.8086853027344,271.8086853027344,942792
2023-06-21 09:54:00-04:00,271.7983093261719,272.19989013671875,271.32000732421875,271.40020751953125,271.40020751953125,717647
2023-06-21 09:55:00-04:00,271.3800048828125,271.7598876953125,271.1199951171875,271.4844970703125,271.4844970703125,786216
2023-06-21 09:56:00-04:00,271.489990234375,271.510009765625,269.82000732421875,270.0697021484375,270.0697021484375,1340432
2023-06-21 09:57:00-04:00,270.0685119628906,270.42999267578125,269.0199890136719,269.3999938964844,269.3999938964844,1224021
2023-06-21 09:58:00-04:00,269.4100036621094,269.82000732421875,268.3399963378906,268.7699890136719,268.7699890136719,1203799
2023-06-21 09:59:00-04:00,268.75,269.3699951171875,268.05999755859375,268.10009765625,268.10009765625,1029144
2023-06-21 10:00:00-04:00,268.0730895996094,268.55999755859375,266.8599853515625,266.8800048828125,266.8800048828125,1457764
2023-06-21 10:01:00-04:00,266.9200134277344,267.3900146484375,266.0,266.1700134277344,266.1700134277344,1385042
2023-06-21 10:02:00-04:00,266.1893005371094,266.659912109375,265.6072998046875,265.6700134277344,265.6700134277344,1295047
2023-06-21 10:03:00-04:00,265.62359619140625,267.45001220703125,265.1099853515625,267.1400146484375,267.1400146484375,1463707
2023-06-21 10:04:00-04:00,267.1084899902344,268.1000061035156,266.8599853515625,267.9100036621094,267.9100036621094,1129100
2023-06-21 10:05:00-04:00,267.95001220703125,268.70001220703125,267.6000061035156,268.414794921875,268.414794921875,1134936
2023-06-21 10:06:00-04:00,268.4100036621094,269.1700134277344,267.9100036621094,269.1400146484375,269.1400146484375,1151264
2023-06-21 10:07:00-04:00,269.1400146484375,269.2200012207031,268.5,268.85101318359375,268.85101318359375,781926
2023-06-21 10:08:00-04:00,268.9110107421875,269.0899963378906,267.9200134277344,267.9700012207031,267.9700012207031,783037
2023-06-21 10:09:00-04:00,268.0199890136719,268.80999755859375,267.2500915527344,268.57000732421875,268.57000732421875,967607
2023-06-21 10:10:00-04:00,268.54010009765625,269.7300109863281,268.5199890136719,269.45001220703125,269.45001220703125,1010296
2023-06-21 10:11:00-04:00,269.45001220703125,270.159912109375,269.239990234375,269.9700012207031,269.9700012207031,947150
2023-06-21 10:12:00-04:00,269.95001220703125,270.5,269.739990234375,270.0199890136719,270.0199890136719,1027847
2023-06-21 10:13:00-04:00,269.9100036621094,270.70001220703125,269.8599853515625,270.0199890136719,270.0199890136719,791837
2023-06-21 10:14:00-04:00,270.010009765625,270.3999938964844,269.5799865722656,270.3046875,270.3046875,686568
2023-06-21 10:15:00-04:00,270.30999755859375,270.94000244140625,269.8699951171875,270.7799987792969,270.7799987792969,851681
2023-06-21 10:16:00-04:00,270.7900085449219,270.94000244140625,269.42999267578125,269.57000732421875,269.57000732421875,822475
2023-06-21 10:17:00-04:00,269.57000732421875,270.04998779296875,268.92999267578125,269.7349853515625,269.7349853515625,932903
2023-06-21 10:18:00-04:00,269.7349853515625,269.8999938964844,269.010009765625,269.3999938964844,269.3999938964844,580046
2023-06-21 10:19:00-04:00,269.4367980957031,269.4624938964844,268.260009765625,268.4700012207031,268.4700012207031,668809
2023-06-21 10:20:00-04:00,268.4504089355469,269.1400146484375,268.3216857910156,268.5199890136719,268.5199890136719,613675
2023-06-21 10:21:00-04:00,268.6000061035156,268.760009765625,267.8299865722656,268.06500244140625,268.06500244140625,764991
2023-06-21 10:22:00-04:00,268.04071044921875,268.5,267.9549865722656,268.0794982910156,268.0794982910156,512530
2023-06-21 10:23:00-04:00,268.06500244140625,268.82000732421875,267.989990234375,268.45001220703125,268.45001220703125,493958
2023-06-21 10:24:00-04:00,268.42999267578125,268.44000244140625,267.4700012207031,267.6368103027344,267.6368103027344,681296
2023-06-21 10:25:00-04:00,267.635009765625,268.3900146484375,267.2200012207031,268.33990478515625,268.33990478515625,688904
2023-06-21 10:26:00-04:00,268.29998779296875,268.3399963378906,267.6400146484375,267.80999755859375,267.80999755859375,377887
2023-06-21 10:27:00-04:00,267.7701110839844,268.1099853515625,267.5,267.69000244140625,267.69000244140625,467735
2023-06-21 10:28:00-04:00,267.7099914550781,267.7300109863281,266.77130126953125,266.9200134277344,266.9200134277344,749724
2023-06-21 10:29:00-04:00,266.9100036621094,267.7900085449219,266.69000244140625,267.7886962890625,267.7886962890625,605997
2023-06-21 10:30:00-04:00,267.7500915527344,268.75,267.69000244140625,268.67999267578125,268.67999267578125,785489
2023-06-21 10:31:00-04:00,268.65570068359375,269.17999267578125,268.4100036621094,269.010009765625,269.010009765625,754551
2023-06-21 10:32:00-04:00,269.05999755859375,269.3999938964844,268.7200012207031,268.8599853515625,268.8599853515625,584470
2023-06-21 10:33:00-04:00,268.8550109863281,269.45001220703125,268.8301086425781,269.29998779296875,269.29998779296875,423066
2023-06-21 10:34:00-04:00,269.32989501953125,269.8944091796875,269.28021240234375,269.6400146484375,269.6400146484375,607206
2023-06-21 10:35:00-04:00,269.6400146484375,269.8500061035156,269.239990234375,269.3399963378906,269.3399963378906,470276
2023-06-21 10:36:00-04:00,269.3851013183594,269.7699890136719,268.8399963378906,269.55499267578125,269.55499267578125,698545
2023-06-21 10:37:00-04:00,269.55499267578125,269.7590026855469,268.1600036621094,268.2099914550781,268.2099914550781,741112
